"School","City","Perioxi","Category","Subcategory","Organization","Facebook","Website","Logo","Address","TK","Phone","email","Courses","Place","Rensponsible","Description","Verified","mobile","type","toPublish","UID","id","about","page_token","link","description","checkins","category","website","UID","picture","cover","emails","phone","street","longitude","latitude","located_in"
"Α.Σ. ΚΑΡΑΤΕ-Ο ΔΡΟΜΟΣ ΤΗΣ ΕΙΡΗΝΗΣ","Αθήνα","Μαρούσι","Πολεμικές τέχνες",,,"https://www.facebook.com/pages/karate/161285983021?sk=timeline","http://kca.gr/","10872242_10205913323332953_439822188_n.jpg","Δημητρίου Ράλλη 11, Μαρούσι,Τ.Κ: 15124","15124",,,,,,,,,,,"1280","161285983021",,"Karate-Club-Amarousiou-161285983021","https://www.facebook.com/Karate-Club-Amarousiou-161285983021/","Από το 2006 στο κέντρο του Αμαρουσίου ( Μαρούσι Αττικής ) λειτουργεί ο Αθλητικός Σύλλογος Καράτε » Ο Δρομος της Ειρήνης «. Πτυχιούχοι και έμπειροι προπονητές καθώς επίσης και καταξιωμένοι αθλητές παγκοσμίου επιπέδου καθοδηγούν όσους θέλουν να γνωρίσουν ( μικρούς και μεγάλους ) αυτό το ξεχωριστό σπορ και αυτή την ιδιαίτερη αλλά και ξεχωριστή πολεμική τέχνη. Πολλοί αθλητές του συλλόγου τα τελευταία χρόνια έχουν πετύχει σπουδαίες διακρίσεις, τόσο στα εγχώρια πανελλήνια πρωταθλήματα της Ελληνικής Ομοσπονδίας Καράτε ( ΕΛΟΚ ), όσο και στα διεθνή επίσημα πρωταθλήματα της Παγκόσμιας Ομοσπονδίας Καράτε ( WKF ). Το Καράτε ως σπορ αριθμεί περίπου 100.000.000 ασκούμενους σε όλο τον κόσμο, εκ των οποίων τα 10.000.000 είναι ενεργοί αθλητές, ενώ η Παγκόσμια Ομοσπονδία Καράτε ( WKF ) αποτελείται από 186 ενεργά κράτη – μέλη. Η Ελληνική Ομοσπονδία Καράτε (ΕΛΟΚ )δημιουργήθηκε το 1986, ενώ το 1990 αναγνωρίστηκε από την Γενική Γραμματεία Αθλητισμού ( ΓΓΑ) καθώς επίσης και από την Διεθνή Ολυμπιακή Επιτροπή ( ΔΟΕ ). Αυτή την στιγμή η Ελληνική Ομοσπονδία Καράτε αριθμεί πάνω από 15.000 ενεργούς αθλητές και πάνω από 400.000 ασκούμενους σε όλη την Ελλάδα, ενώ αριθμεί 486 ενεργούς αθλητικούς συλλόγους σε όλη την ελληνική επικράτεια. Ένα παιδί μπορεί να ενταχθεί στο σπορ του Καράτε από την ηλικία των τεσσάρων ή πέντε ετών. Το καράτε πλέον είναι ένας δημοφιλής τρόπος άσκησης που προτείνεται στους γονείς από τα εκπαιδευτικά συστήματα όλου του κόσμου, ενώ ενδείκνυται για παιδιά με διαφόρους τύπους μαθησιακών δυσκολιών, όπως αυτή της απόσπασης προσοχής, της υπερκινητικότητας, της ελλιπούς συγκέντρωσης και της δυσλεξίας. Η εστίαση της προσοχής, η συγκέντρωση, η πειθαρχία, η υπομονή και η επιμονή που απαιτούνται κατά την διάρκεια της προπόνησης, είναι παράμετροι σημαντικοί που πρέπει να ελεγχθούν από το παιδί – ασκούμενο. Ένας ενήλικας μπορεί να ενταχθεί σε αυτό οσο η διάθεσή του, του επιτρέπει να προσφέρει στον εαυτό του κάτι ωφέλιμο, κάτι που να μπορεί να ασκείται και να εξελίσσεται μέσω αυτού έως τα γεράματά του. Υπάρχουν χιλιάδες ηλικιωμένοι σε όλα τα μέρη του κόσμου που κρατούν, τόσο το σώμα, όσο και το πνεύμα τους δυνατό μέσω της εξάσκησής τους στο Καράτε. Το Καράτε μπορεί να προσφέρει στον ασκούμενο : · Βελτίωση της καρδιοαναπνευστικής και της νευρομυικής του λειτουργίας. · Ομοιόμορφη μυϊκή ενδυνάμωση τόσο των άκρων όσο και του κορμού. · Αυτοπροστασία μέσω της Αυτοάμυνας. · Βελτίωση της ευλυγισίας. · Βελτίωση του ρυθμόυ. · Βελτίωση της κιναισθητικής ικανότητας. · Βελτίωση της συγκέντρωσης και της εστίασης της προσοχής. · Ανάπτυξη της αίσθησης της πρωτοβουλίας ( Αυτοπεποίθηση ). · Καταπολέμηση του φόβου και της δειλίας. · Πειθαρχία. · Αξίες οπως ο Σεβασμός και η Ευγενή Άμιλλα. ","3144","Sports Team","http://www.kca.gr ","1280","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/12963485_10153654741358022_107148323659141299_n.jpg?oh=a79c0fc17330f9c4ba0e2113de5c4c69&oe=5B42F040","https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/12938311_10153653821618022_8294846355966456551_n.jpg?oh=8eeaa357b708912ed844f4e63187915b&oe=5B44425B",,"210-8053202","Δημητρίου Ράλλη 11 Μαρούσι Αττικής",,,
"Α.Σ. ''ΤΟ ΜΟΣΧΑΤΟ''","Αθήνα","Μοσχάτο","Πολεμικές τέχνες",,,"https://www.facebook.com/pages/ITF-TAEKWONDO-MOSHATO/158134657587022?v=info&tab=page_info","http://www.itfathens.gr/","logo11.jpg","Χρυσοστόμου Σμύρνης 91,Μοσχάτο,18345","18345",,"masteripf@hotmail.com",,,,,,,,,"1322","158134657587022",,"ITF-TAEKWONDO-MOSHATO-158134657587022","https://www.facebook.com/ITF-TAEKWONDO-MOSHATO-158134657587022/",,"0","Stadium, Arena & Sports Venue","www.itfathens.gr","1322","https://scontent.xx.fbcdn.net/v/t1.0-1/c29.19.241.241/s50x50/253887_158136167586871_2009715_n.jpg?oh=49c64ecddbad3e17735d20c4e06bc9f3&oe=5B489896","https://scontent.xx.fbcdn.net/v/t31.0-0/p180x540/17434875_1463743173692824_1241451122549784514_o.jpg?oh=606ed72d4c357e9d1400b8fd2aaae304&oe=5B375C75","itf.moshatou@gmail.com","2109410003","ΚΑΜΠΟΥΡΗ 8",,,
"ΑΘΛΟΚΙΝΗΣΗ Χαλανδρίου","Αθήνα","Χαλάνδρι","Αθλητισμός","ΡΥΘΜΙΚΗ - ΕΝΟΡΓΑΝΗ",,"https://www.facebook.com/pages/Athlokinisi/441081002638727?fref=ts","http://www.athlokinisi.com.gr/","logo (24).png","Λεωφόρος Πεντέλης 150, Χαλάνδρι,T.K15233","15233",,"athlokinisi@hotmail.com",,,,,,,,,"1772","441081002638727",,"Athlokinisi-441081002638727","https://www.facebook.com/Athlokinisi-441081002638727/","Ο Αθλητικός Όμιλος ''ΑΘΛΟΚΙΝΗΣΗ'' Χαλανδρίου είναι ένας νεοσύστατος σύλλογος με σκοπό την ανάπτυξη των αθλημάτων της Ελληνικής Γυμναστικής Ομοσπονδίας (Ρυθμική-Ενόργανη-Αεροβική & Ακροβατική γυμναστική, Τραμπολίνο και ''Γυμναστική για όλους''). Με γνώμονα την αγάπη και τη γνώση των αθλημάτων της γυμναστικής, στοχεύουμε στη σωστή ανάπτυξη δεξιοτήτων (του συντονισμού, της αυτοσυγκέντρωσης και της ισορροπίας) καθώς και στη βελτίωση της ευκαμψίας και της δύναμης σε παιδιά και ενήλικες.","498","Stadium, Arena & Sports Venue",,"1772","https://scontent.xx.fbcdn.net/v/t1.0-1/c48.33.410.410/s50x50/552055_441081302638697_1079096002_n.jpg?oh=1a627129cae1b0cd89ef462ab22a80a5&oe=5B0C6A85","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/27173452_1557629550983861_7643878604693622459_o.jpg?oh=ce031d4ef9372a6bf200ed42c03c02fb&oe=5B0ADF85","athlokinisi@hotmail.com","6949208283","ΛΕΩΦΟΡΟΣ ΠΕΝΤΕΛΗΣ 150","23.823646354675","38.03370562757","245780238826089"
"AA Water Ski Porto Rafti","Αθήνα","ΠόρτοΡάφτη",,,,"https://www.facebook.com/pages/AA-Waterski-Portorafti/914313718585143?fref=ts","http://www.prski.gr/#","logo (60).jpg","Λεωφόρος Αυλακίου Αγ.Μαρίνα,Πόρτο Ράφτη,Τ.Κ 19003","19003",,"info@prski.gr",,,,,,,,,"1638","914313718585143","Προσφέρουμε μαθήματα waterski, wakeboard και flyboard καθώς και θαλάσσιες δραστηριότητες όπως tubes καναπέ, μπανάνα ,canoe και SUP.","AA-Water-adventures-914313718585143","https://www.facebook.com/AA-Water-adventures-914313718585143/","Προσφέρουμε μαθήματα waterski, wakeboard και flyboard καθώς και θαλάσσιες δραστηριότητες όπως tubes καναπέ, μπανάνα ,canoe και SUP.","79","Sports & Recreation","http://www.prski.gr","1638","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/19429772_1746618245354682_6623775110906850510_n.jpg?oh=beb0f836269b57c5b34ea85c5270f66e&oe=5B34A81D","https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/19437222_1747897778560062_4057394524966507955_n.jpg?oh=f805eed729c361d57ca47c0a9d58b7af&oe=5AFFC49C",,"6944318711 - 6940712995","Θερμησία","23.329467773437","37.419253959737",
"Α.Σ Ωρίωνας","Αθήνα","Παγκράτι","Πολεμικές τέχνες","Aikido,Boxing,Karate",,"https://www.facebook.com/pages/%CE%A9%CF%81%CE%AF%CF%89%CE%BD%CE%B1%CF%82-%CE%91%CE%A3-%CE%A0%CE%BF%CE%BB%CE%B5%CE%BC%CE%B9%CE%BA%CF%8E%CE%BD-%CE%A4%CE%B5%CF%87%CE%BD%CF%8E%CE%BD/416727285139598?sk=timeline",,"http://www.fightsports.gr/wp-content/uploads/2014/06/1900206_416752011803792_832354621_o.jpg","Β.Λάσκου 37 και Αγ.Φανουρίου,Παγκράτι",,,"wriwn@yahoo.gr",,,,,,"6975 653 883 - 6943 674 453",,,"1487","416727285139598","AIKIDO ΠΥΓΜΑΧΙΑ KRAV MAGA SELF DEFENSE KETTLEBELL X-TRAINING ΕΝΔΥΝΑΜΩΣΗ-ΑΝΑΠΤΥΞΗ-ΑΠΟΚΑΤΑΣΤΑΣΗ","Ωρίωνας-ΑΣ-Πολεμικών-Τεχνών-416727285139598","https://www.facebook.com/Ωρίωνας-ΑΣ-Πολεμικών-Τεχνών-416727285139598/",,"380","Stadium, Arena & Sports Venue",,"1487","https://scontent.xx.fbcdn.net/v/t1.0-1/c0.0.50.50/p50x50/11873437_748774301934893_2327533107640505729_n.jpg?oh=307a58ba0385ec4b346be495d3639ed5&oe=5B412043","https://scontent.xx.fbcdn.net/v/t31.0-0/p180x540/27798106_1343409542471363_5434806523413784647_o.jpg?oh=5e748d4aaac44103d8536544bc9efdac&oe=5B09012C","wriwn@yahoo.gr","6975653883, 6943674453","Β.ΛΑΣΚΟΥ 37","23.75174","37.96498",
"Α.Σ. ΔΥΝΑΜΙΚΩΝ ΑΘΛΗΜΑΤΩΝ ΧΑΛΑΝΔΡΙΟΥ","Αθήνα","Χαλάνδρι","Πολεμικές τέχνες",,,"https://www.facebook.com/pages/Halandri-Combat-Sports-%CE%91%CE%B8%CE%BB%CE%B7%CF%84%CE%B9%CE%BA%CF%8C%CF%82-%CE%A3%CF%8D%CE%BB%CE%BB%CE%BF%CE%B3%CE%BF%CF%82-%CE%94%CF%85%CE%BD%CE%B1%CE%BC%CE%B9%CE%BA%CF%8E%CE%BD-%CE%91%CE%B8%CE%BB%CE%B7%CE%BC%CE%AC%CF%84%CF%89%CE%BD-%CE%A7%CE%B1%CE%BB%CE%B1%CE%BD%CE%B4%CF%81%CE%AF%CE%BF%CF%85/143236692437001?sk=timeline","http://www.cs-halandri.gr/","318464_143238095770194_3894539_n.jpg","Εθνικής Αντιστάσεως 3, Χαλάνδρι, TK 15232","15232",,"sports@cs-halandri.gr",,,,,,,,,"1771","143236692437001",,"Halandri-Combat-Sports-Αθλητικός-Σύλλογος-Δυναμικών-Αθλημάτων-Χαλανδρίου-143236692437001","https://www.facebook.com/Halandri-Combat-Sports-Αθλητικός-Σύλλογος-Δυναμικών-Αθλημάτων-Χαλανδρίου-143236692437001/","Ο Α.Σ. Δυναμικών Αθλημάτων Χαλανδρίου σας καλωσορίζει στον χώρο του στο κέντρο του Χαλανδρίου και σας προσκαλεί να συμμετάσχετε στα ομαδικά προγράμματα του, με ανώτερο σκοπό την μυϊκή ενδυνάμωση, την τόνωση και την ευεξία σώματος και πνεύματος. Απευθυνόμαστε σε όλες της ηλικίες, σε άνδρες και γυναίκες με μια ποικιλία δυναμικών αθλημάτων και δραστηριοτήτων όπως: Judo Kick Boxing Tai Chi Pilates Yoga Total Body Οι εγγραφές ξεκινούν την 1η Σεπτεμβρίου και σας περιμένουμε να γνωριστούμε από κοντά.","0","Amateur Sports Team","www.cs-halandri.gr","1771","https://scontent.xx.fbcdn.net/v/t1.0-1/c0.1.50.50/p50x50/318464_143238095770194_3894539_n.jpg?oh=064e767be5b8dd2831ba9748a438c468&oe=5B34FAEF","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/27164139_1602355966525059_1925382037305742153_o.jpg?oh=6ff188b2a579bfeebc5827dcb6a1693c&oe=5B4D12F8","sports@cs-halandri.gr","210 6858464","Εθνικής Αντιστάσεως 3",,,
"Gerakas Gym","Αθήνα","Γέρακας","Κλειστού Χώρου","ΓΥΜΝΑΣΤΗΡΙΟ",,"https://www.facebook.com/pages/Gerakas-Gym/491006060964276?sk=timeline",,"313787_491019150962967_130755670_n-1.jpg","Λεωφ. Σπατών 46,Γέρακας,Τ.Κ.15344","15344",,"gerakasgym@yahoo.gr",,,,,,,,,"831","491006060964276","ΓΥΜΝΑΣΤΗΡΙΟ ΓΕΡΑΚΑΣ GYM: Γυμναστείτε ελεύθερα και διασκεδαστικά στο χώρο μας!","Gerakas-Gym-491006060964276","https://www.facebook.com/Gerakas-Gym-491006060964276/","Η εγγραφή στο γυμναστήριό μας γίνεται δωρεάν. Διαθέτουμε όργανα αερόβιας άσκησης και μυϊκής ενδυνάμωσης air machine, όπου παρέχονται ατομικά προγράμματα. Πραγματοποιούνται ομαδικά προγράμματα αερόβιας άσκησης και tae kwon do (παιδικά, εφηβικά, αρχάριων, προχωρημένων, ανδρών, γυναικών, αγωνιστικό, αυτοάμυνας). Προπονητές είναι ο Ξανθάκος Κωνσταντίνος και Γεώργιος. Χαρακτηριστικά τους είναι: -Πτυχιούχοι πανεπιστημίου Αθηνών Τ.Ε.Ε.Φ.Α. -Διπλωματούχοι προπονητές tae kwon do από τη Γενική Γραμματεία Αθλητισμού.- Κάτοχοι μαύρης ζώνης 7 dan tae kwon do και 1 dan hapkido. -Πανελληνιονίκες επί σειρά ετών στο tae kwon do. -Προπονητές ΕΤΑΝΕ. -Αθλητές δρόμου μεγάλων αποστάσεων, με τιμητικό μετάλλιο από την Ε.Ε.Δ.Υ.Ε. και τιμητικό βραβείο από την Ελληνική Διεθνή Επιτροπή της UNICEF.","833","Gym/Physical Fitness Center","https://business.google.com/site/l/10221924583551303031","831","https://scontent.xx.fbcdn.net/v/t1.0-1/c9.0.50.50/p50x50/24991527_1652823661449171_7463624027612056534_n.jpg?oh=a9b871dac5a4d3584413f157928b5539&oe=5B46E236","https://scontent.xx.fbcdn.net/v/t31.0-0/p180x540/858588_491009680963914_1401866172_o.jpg?oh=e69fe7688947a834ae0af1c922737719&oe=5B033660","gerakasgym@yahoo.gr","302106046277","Λεωφ. Σπατών 46","23.854675514648","38.003973561544",
"InShape Fitness Club","Αθήνα","ΔάσοςΧαϊδαρίου","Κλειστού Χώρου","ΓΥΜΝΑΣΤΗΡΙΟ",,"https://www.facebook.com/pages/InShape-Gym-Dasos-Haidariou/142467174134","http://www.inshapegym.gr/","logo-in-shape-h80.png","Λεωφ. Αθηνών 336, Δάσος Χαϊδαρίου, Τ.Κ 12462","12462",,"info@inshapegym.gr",,,,,,,,,"880","142467174134","*InShape Gym Dasos Haidariou* Το γυμναστήριο της δυτικής Αθήνας - Χαϊδάρι - Αιγάλεω - Περιστέρι - Κορυδαλλός - Ελευσίνα","InShape-Gym-Dasos-Haidariou-142467174134","https://www.facebook.com/InShape-Gym-Dasos-Haidariou-142467174134/","Ποιοτικές υπηρεσίες γυμναστικής για άνδρες και γυναίκες όλων των ηλικιών με σύγχρονες μεθόδους και εξοπλισμό, σε ένα άνετο και καθαρό χώρο. Ελάτε να γνωρίσετε το χώρο του γυμναστηρίου, τις εγκαταστάσεις αλλά και τους έμπειρους επαγγελματίες γυμναστές. Σύγχρονο γυμναστήριο στο εμπορικό κέντρο ΕΛΛΗΣΠΟΝΤΟΣ, στη Λ. Αθηνών 336, στο Δάσος Χαϊδαρίου με ομαδικά ή ατομικά προγράμματα * Aerobic * Step * Pilates * Power Yoga * Aqua Aerobic * Kick Boxing * Tae bo * Streching * Body Pump * Σουηδική * Παραδοσιακοί / Μοντέρνοι Χοροί * Oriental και επιπλέον υπηρεσίες * Kinesis Ασκήσεις κινητικής * Pilates * Δόνηση - Power Vibe * Solarium * Μασάζ * Διατροφικές Συμβουλές * Σάουνα * Χαμάμ. ","4064","Gym/Physical Fitness Center","www.inshapegym.gr","880","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/22310311_10154978467114135_4230352897615152040_n.jpg?oh=2c44f42bf0c0c5a8dada002683927192&oe=5B4959C7","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/27500925_10155245495584135_7530136580494904491_o.jpg?oh=c66adb0acf727335c5aa4a9d6af3a200&oe=5B077DEB","info@inshapegym.gr","210-5324454","Λεωφόρος Αθηνών 336","23.650064373016","38.011290192315",
"ATHLETIC SHAPE","Αθήνα","Γαλάτσι","Κλειστού Χώρου","ΓΥΜΝΑΣΤΗΡΙΟ",,"https://www.facebook.com/pages/ATHLETIC-SHAPE/172889199492870?ref=ts&fref=ts",,"314993_370359656412489_2113028247_n.jpg","Σύρου 5 & Βείκου,Γαλάτσι,Τ.Κ: 11147","11147",,"athleticshape@gmail.com",,,,,,,,,"815","172889199492870","ΕΠΙΣΗΜΗ ΣΕΛΙΔΑ ΣΤΟ FACE BOOK","ATHLETIC-SHAPE-172889199492870","https://www.facebook.com/ATHLETIC-SHAPE-172889199492870/","ΣΤΟ ΧΩΡΟ ΜΑΣ ΛΕΙΤΟΥΡΓΕΙ: ΣΑΟΥΝΑ- ΥΔΡΟΜΑΣΑΖ - SOLARIUM - ΛΙΠΟΜΕΤΡΗΣΗ - ΠΛΑΤΦΟΡΜΑ ΑΜΦΙΠΛΕΥΡΗΣ ΔΟΝΗΣΗΣ.","581","Gym/Physical Fitness Center","http://www.siga.gr/gymnastiria - http://onbusinessbook.com/entry.php?eid=907456","815","https://scontent.xx.fbcdn.net/v/t1.0-1/c31.0.50.50/p50x50/10006999_539755709472882_1126757270_n.jpg?oh=369f7257304edbf1165520be0a139acd&oe=5B4CCBDE","https://scontent.xx.fbcdn.net/v/t1.0-9/26113826_1513636118751498_2840341387174521177_n.jpg?oh=6325109971dc654795cb3922c80392d2&oe=5B35B4B4","athleticshape@gmail.com","2102932781","ΒΕΙΚΟΥ&ΣΥΡΟΥ 5","23.7551746","38.0125084",
"Flow center","Αθήνα","ΝέοΨυχικό","Κλειστού Χώρου","YOGA",,"https://www.facebook.com/pages/FLOW-CENTER/151832569365?sk=timeline","http://www.flowcenter.gr/index.php?contentid=46","logo (18).jpg","Αγγ.Σικελιανού 2, Νέο Ψυχικό, ΤΚ 11525","11525",,"info@flowcenter.gr",,,,,,,,,"1430","151832569365","YOGA FACE YOGA AERIAL YOGA PILATES PILATES EQUIPMENT NUTRITION +","flowcenter.gr","https://www.facebook.com/flowcenter.gr/",,"0","Local Business","www.flowcenter.gr","1430","https://scontent.xx.fbcdn.net/v/t1.0-1/c0.5.50.50/p50x50/10298779_10152096146999366_93263806487017803_n.jpg?oh=6985a065710e39b695540c5119e257bd&oe=5B0B8772","https://scontent.xx.fbcdn.net/v/t1.0-9/p720x720/22196205_10155116921344366_2978921328185697898_n.jpg?oh=9b2da0fbd900d23ab649a30976eba6f7&oe=5B3BB1C7","aretikafantari@me.com","(+30) 210 6771206","Άγγ. Σικελιανού 2 (και Κηφισίας), Ν. Ψυχικό",,,
"Bodymental Studio","Αθήνα","Άρτεμις","Κλειστού Χώρου","PILATES",,"https://www.facebook.com/pages/Bodymental-studio-yoga-pilates/247414588658685?sk=timeline",,"399366_247415201991957_1894738075_n.jpg","Λεωφόρος Καραμανλή & Αγίας Παρασκεύης 1,Άρτεμις,Τ.Κ.19016","19016",,"bodymental@hotmail.com",,,,,,,,,"744","247414588658685","studio yoga-pilates equipment-zumba-bosu-TRX-cross training-power pump-medicine-aerial yoga! δυνατότητα personal training.","Bodymental-studio-yoga-pilates-247414588658685","https://www.facebook.com/Bodymental-studio-yoga-pilates-247414588658685/","Ένας χώρος φιλικός που μπορεί να καλύψει όλες της ανάγκες του σύγχρονου ανθρώπου τόσο στο σωματίκο αλλά και πνευματικό επίπεδο με τις μέθοδους yoga,pilates αλλά και πόλλα αλλά ειδη λειτουργίκης γυμναστίκης.Ακόμα τμήματα χορού για μικρούς και μεγάλους μουσικόκινητική αγωγή,σύγχρονο & αυτοσχεδιασμό,latin, κ.α.","14932","Yoga Studio","http://www.bodymental.com.gr","744","https://scontent.xx.fbcdn.net/v/t1.0-1/p50x50/22688543_1589171857816278_6770282074814135497_n.jpg?oh=337029db606cbfaddfb36b7e17ead49e&oe=5B3EA67D","https://scontent.xx.fbcdn.net/v/t31.0-8/s720x720/28162215_1711609448905851_4524521171632232532_o.jpg?oh=05f33a0c8aee049a7321b06bb900a4de&oe=5B35334B","bodymental@hotmail.gr","2294087852","Λ. Καραμανλή 95","24.00776","37.94515",
