School,City,Perioxi,Category,Subcategory,Organization,Facebook,Website,Logo,Address,TK,Phone,email,Courses,Place,Rensponsible,Description,Verified,map block field,έτος ίδρυσης,data origin,mobile,Eidos
Α.Ε. ΑΜΠΕΛΟΚΗΠΟΙ,Αθήνα, ΕΛΕΥΣΙΝΑ,Αθλητισμός,Volley,,,,, ΘΑΝΑΣΟΥΛΟΠΟΥΛΟΥ 25,, 2105544900,,,,,,,,,,,Αθλητικός Όμιλος
Μ.Α.Ο. ΔΗΜΟΚΡΙΤΟΣ ΑΜΠΕΛΟΚΗΠΩΝ ,Αθήνα, ΗΛΙΟΥΠΟΛΗ,Αθλητισμός,Volley,,,,, ΙΑΣΟΝΟΣ  30,, 2104185184,,,,,,,,,,,
ΓΥΜΝΑΣΤΙΚΟΣ ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΑΜΠΕΛΟΚΗΠΩΝ ΘΕΣΣΑΛΟΝΙΚΗΣ ΜΙΛΩΝ,Αθήνα, ΗΛΙΟΥΠΟΛΗ,Αθλητισμός,Volley,,,  www.acil.gr,, ΛΕΩΦ.ΚΟΤΖΙΑ 25,, 2108258310,,,,,,,,,,,Αθλητικός Σύλλογος
ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΤΙΤΑΝΕΣ ΑΜΠΕΛΟΚΗΠΩΝ,Αθήνα, ΗΛΙΟΥΠΟΛΗ,Αθλητισμός,Volley,,,  www.ilioupolis-ac.gr,, ΤΥΡΤΑΙΟΥ 1-3,, 2109954145,,,,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
ΓΑΣ ΑΜΠΕΛΟΚΗΠΩΝ ΜΕΝΕΜΕΝΗΣ,Αθήνα, ΙΛΙΟΝ,Αθλητισμός,Volley,,,  www.enosi-iliou.gr,, ΠΑΡΙΔΟΣ 71 Β,, 2102633562,,,,,,,,,,,Αθλητικός Όμιλος
ΑΣ ΠΑΝΟΡΑΜΑ,Αθήνα, ΙΛΙΟΝ,Αθλητισμός,Volley,,,,, ΑΓ.ΝΙΚΟΛΑΟΥ  86,,,,,,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
Α.Σ. ΤΑΕΚΒΟΝΤΟ ΑΜΠΕΛΟΚΗΠΩΝ,Αθήνα, ΚΑΛΛΙΘΕΑ,Αθλητισμός,Volley,,,,, ΑΡΑΠΑΚΗ 6,, 2109568467,,,,,,,,,,,
Γ.Σ.    ΠΡΩΤΑΘΛΗΤΗΣ ΑΜΠΕΛΟΚΗΠΩΝ,Αθήνα, ΚΑΜΑΤΕΡΟ,Αθλητισμός,Volley,,,  www.amillavolley.wordpress.com,, Αρτας 20,,,,,,,,,,,,,
Α.Σ. ΤΑΕΚΒΟΝΤΟ ΠΑΠΑΓΟΥ,Αθήνα, ΚΑΜΙΝΙΑ,Αθλητισμός,Volley,,,  www.leonteskaminiwn.blogspot.gr,, ΘΗΡΑΣ  79,,,,,,,,,,,,,Αθλητικός Όμιλος
Α.Σ. ΤΙΤΑΝΕΣ ΑΜΠΕΛΟΚΗΠΩΝ,Αθήνα, ΚΕΡΑΤΣΙΝΙ,Αθλητισμός,Volley,,,,, Π.ΤΣΑΛΔΑΡΗ 30,, 2104002511,,,,,,,,,,,
Α.Σ. ΕΛΠΙΣ ΑΜΠΕΛΟΚΗΠΩΝ,Αθήνα, ΚΕΡΑΤΣΙΝΙ,Αθλητισμός,Volley,,,  www.apollonios.gr,, ΧΙΛΗΣ 95,, 2104327232,,,,,,,,,,,
Α.Σ. ΜΑΚΕΔΩΝ ΑΜΠΕΛΟΚΗΠΩΝ,Αθήνα, ΚΟΡΥΔΑΛΛΟΣ,Αθλητισμός,Volley,,,,, ΔΙΟΓΕΝΟΥΣ  48,, 2104951011,,,,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
FIGHT HEALTH CLUB,Αθήνα, ΜΑΝΔΡΑ,Αθλητισμός,Volley,,,,, ΜΑΡΑΘΩΝΟΣ 18,, 2105550826,,,,,,,,,,,
Central Gym,Αθήνα, ΜΕΓΑΡΑ,Αθλητισμός,Volley,,,,, ΜΕΣΗΜΒΡΙΑΣ 20,,,,,,,,,,,,,
Personal Studio by G.Papadimakis,Αθήνα, ΜΟΣΧΑΤΟ,Αθλητισμός,Volley,,,  www.moschato-volley.gr,, ΕΥΤΥΧΙΑΣ 14,, 2109429886,,,,,,,,,,,
Physioway,Αθήνα, ΝΕΑ ΠΕΡΑΜΟΣ,Αθλητισμός,Volley,,,,, ΚΛΕΙΣΤΟ ΓΥΜΝΑΣΤΗΡΙΟ Ν.ΠΕΡΑΜΟΥ (ΑΝΑΠΑΥΣΕΩΣ) ,, 2296033912,,,,,,,,,,,
Studio Bodycentric,Αθήνα, ΝΕΑ ΣΜΥΡΝΗ,Αθλητισμός,Volley,,,  www.aons-milon.gr,, ΑΔ.ΚΟΡΑΗ & ΜΕΓ.ΒΑΣΙΛΕΙΟΥ ,, 2109353720,,,,,,,,,,,
Α.Σ ΤΑΕΚΒΟΝΤΟ ΑΜΠΕΛΟΚΗΠΩΝ,Αθήνα, ΝΕΑ ΣΜΥΡΝΗ,Αθλητισμός,Volley,,,  www.gans-iris.gr,, ΕΘΝ.ΣΤΕΓΗΣ & ΑΡΤΑΚΗΣ ,, 2109311919,,,,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
Kouros Club Anavyssos,Αθήνα, ΝΕΑ ΣΜΥΡΝΗ,Αθλητισμός,Volley,,,  www.panionios.gr,, ΧΡΥΣΟΣΤΟΜΟΥ 1,, 2109323550,,,,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
Α.Σ. ΡΟΔΟΥ SHOTOKAN KARATE DO,Αθήνα, ΝΙΚΑΙΑ,Αθλητισμός,Volley,,,  www.artemisvolley.gr,, ΠΑΤΡΟΚΛΟΥ 29,, 2104950389,,,,,,,,,,,
ΣΑΟΛΙΝ ΚΟΥΝΓΚ ΦΟΥ-ΤΑΪ ΤΣΙ ΤΣΟΥΑΝ ΡΟΔΟΥ,Αθήνα, ΝΙΚΑΙΑ,Αθλητισμός,Volley,,,,, ΜΥΛΑΣΣΩΝ 18,, 2104929465,,,,,,,,,,,Αθλητική Ένωση
Α.Σ. ΕΑΡ ΑΓΙΟΥ ΣΤΕΦΑΝΟΥ,Αθήνα, ΝΙΚΑΙΑ,Αθλητισμός,Volley,,,,, ΙΚΟΝΙΟΥ 66-68,,,,,,,,,,,,,Αθλητικός Όμιλος
ΑΟ Άνοιξης,Αθήνα, ΝΙΚΑΙΑ,Αθλητισμός,Volley,,,,, ΚΑΡΑΟΛΗ & ΔΗΜΗΤΡΙΟΥ 175,, 2104910620,,,,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
Maximum Fitness,Αθήνα, ΝΙΚΑΙΑ,Αθλητισμός,Volley,,,,, ΑΜΕΡΙΚΑΝΙΔΩΝ ΚΥΡΙΩΝ  87,,,,,,,,,,,,,
Γοργόνες και Μάγκες,Αθήνα, Π.ΦΑΛΗΡΟ,Αθλητισμός,Volley,,,  www.ikaroskallitheas.gr,, ΛΕΩΦ.ΑΜΦΙΘΕΑΣ 167,, 2109852175,,,,,,,,,,,Αθλητική Ένωση
Persona Grata CROSS TRAINING CLUB,Αθήνα, Π.ΦΑΛΗΡΟ,Αθλητισμός,Volley,,,  www.as-pera.gr,, ΠΟΣΕΙΔΩΝΟΣ 40,, 2109848435,,,,,,,,,,,Αθλητικός Σύλλογος
Α.Σ. Εχετλαίος,Αθήνα, ΠΑΡΑΛΙΑ ΣΑΛΑΜΙΝΑΣ,Αθλητισμός,Volley,,,  www.facebook.com/telamonvolleyball.gr/,, ΚΕΝΤΡΟ ΝΕΟΤΗΤΑΣ ΣΑΛΑΜΙΝΑΣ ,, 2104657780,,,,,,,,,,,Αθλητικός Όμιλος
Α.Σ Ολυμπίων Ρώμη,Αθήνα, ΠΕΙΡΑΙΑΣ,Αθλητισμός,Volley,,,  www.porfyrasvolley.blogspot.gr/,, ΑΚΤΗ ΘΕΜΙΣΤΟΚΛΕΟΥΣ (ΕΝΑΝΤΙ) 130,, 2105621834,,,,,,,,,,,
Α.Σ. ΑΝΩ ΛΙΟΣΙΩΝ ΟΙ ΑΤΡΩΤΟΙ,Αθήνα, ΠΕΙΡΑΙΑΣ,Αθλητισμός,Volley,,,  www.foinikaspiraeusavolley.gr,, ΣΗΜΙΤΟΥ 29,, 2104511883,,,,,,,,,,,
Α.Σ. ΤΑΕΚΒΟΝΤΟ ΑΝΩ ΛΙΟΣΙΩΝ,Αθήνα, ΠΕΙΡΑΙΑΣ,Αθλητισμός,Volley,,,,, ΑΚΤΗ ΠΡΩΤΟΨΑΛΤΗ 1α,, 210-4170637,,,,,,,,,,,
ΑΟ ΑΝΩ ΛΙΟΣΙΑ ΕΥΠΥΡΙΔΑΙ,Αθήνα, ΠΕΙΡΑΙΑΣ,Αθλητισμός,Volley,,,  www.olympiakos.gr,, ΠΛΑΤΕΙΑ ΑΛΕΞΑΝΔΡΑΣ ,, 2104111692,,,,,,,,,,,
WING CHUN KUNG FU - BREBOS,Αθήνα, ΠΕΙΡΑΙΑΣ,Αθλητισμός,Volley,,,  www.peiraikos.gr,, ΚΑΡΑΪΣΚΟΥ 104,, 2104130521,,,,,,,,,,,
Α.Σ. TAEKWONDO ΑΙΓΕΑΣ ΑΝΩ Ν. ΣΜΥΡΝΗΣ,Αθήνα, ΠΕΡΑΜΑ,Αθλητισμός,Volley,,,  www.aofiliaperamatos.gr,, ΝΕΩΡΙΩΝ  19,, 210 4410670,,,,,,,,,,,Αθλητικός Όμιλος
INOCHIKAN DOJO,Αθήνα, ΠΕΡΑΜΑ,Αθλητισμός,Volley,,,  www.gsperamatosermis.gr,, 25ΗΣ ΜΑΡΤΙΟΥ 7Α,, 2104023444,,,,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
Α.Σ. ΑΡΗΣ ΤΑΕΚΒΟΝΤΟ,Αθήνα, ΠΕΡΙΣΤΕΡΙ,Αθλητισμός,Volley,,,  www.peristerivolley.gr,, ΠΕΥΚΩΝ & ΚΕΔΡΩΝ ,, 2118006502,,,,,,,,,,,Αθλητικός Σύλλογος
Α.Σ «ΟΙ Μονομάχοι» Gladiator Team,Αθήνα, ΠΕΤΡΟΥΠΟΛΗ,Αθλητισμός,Volley,,,  www.petroupolivolley.gr,, ΕΛΑΙΩΝ 186,, 2105061727,,,,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
CAPOEIRA JACOBINA ARTE DOJO,Αθήνα, ΡΕΝΤΗ,Αθλητισμός,Volley,,,,, ΝΑΞΟΥ 41,, 2104280807,,,,,,,,,,,Αθλητική Ένωση
Α.Γ.Σ. ΗΡΑΚΛΗΣ ΑΝΩ ΤΟΥΜΠΑΣ,Αθήνα, ΡΕΝΤΗ,Πολεμικές τέχνες,,,www.facebook.com/atraposmartialartscenter?pnref=story,www.atraposmartialarts.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/20159129182141.jpg,,,2104811126, atrapos7chris@yahoo.com,,,,,,,,Polemikes-technes.gr,,Αθλητικός Σύλλογος
Α.Σ. ΤΑΕ-ΚΒΟΝ-ΝΤΟ ΑΤΡΩΤΟΣ ΜΑΧΗΤΗΣ,Αθήνα, ΣΑΛΑΜΙΝΑ,Αθλητισμός,Volley,,,,, Ι.ΜΕΤΑΞΑ 1,,,,,,,,,,,,,Αθλητική Ένωση
BUJINKAN NICHIGETSU DOJO,Αθήνα, ΤΑΥΡΟΣ,Αθλητισμός,Volley,,,,, ΑΓ.ΓΕΩΡΓΙΟΥ  4,, 2103426016,,,,,,,,,,,Αθλητική Ένωση
ΓΣ Απόλλων,Αθήνα,Aγιοι Ανάργυροι-main,Πολεμικές τέχνες,,,www.facebook.com/%CE%91%CE%B8%CE%BB%CE%B7%CF%84%CE%B9%CE%BA%CF%8C%CF%82-%CE%A3%CF%8D%CE%BB%CE%BB%CE%BF%CE%B3%CE%BF%CF%82-%CE%91%CE%BD%CE%AC%CF%84%CE%B1%CF%83%CE%B9%CF%82-283221601791638/,,https://www.polemikes-tehnes.gr/pics/logos/b/2017812133422302.jpg,,,2114102279, ptmantas@yahoo.gr,,,,,,,,Polemikes-technes.gr,,Αθλητικός Σύλλογος
Shinken Dojo Athens,Αθήνα,Aγιοι Ανάργυροι-main,Αθλητισμός,Volley,,,  www.kronosvolley.webnode.gr,, Χίου  15,,,,,,,,,,,,,
Action Martial Arts & Fitness – Α.Σ Taekwondo Αργυρούπολης,Αθήνα,Aγιοι Ανάργυροι-main,Αθλητισμός,Volley,,,  www.gsaavolley.gr/,, Λεωφ.Δημοκρατίας & Βαλτετσίου  1,,,,,,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
Α.Σ. ΑΡΧΑΓΓΕΛΟΣ ΜΙΧΑΗΛ ΑΡΓΥΡΟΥΠΟΛΗΣ,Αθήνα,Nέα Σμύρνη,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,,
Α.Σ. ΜΙΝΩΑΣ ΑΡΓΥΡΟΥΠΟΛΗΣ,Θεσσαλονίκη,Αγ. Αθανάσιος,Αθλητισμός,Volley,none,https://www.facebook.com/%CE%91%CE%9F%CE%9A-volley-318596348302490/,,,,,,,,,,,,,,,,Αθλητικός Όμιλος
FIGHTWAY,Αθήνα,ΑΓ. ΔΗΜΗΤΡΙΟΣ-main,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,,
Gym Addict,Αθήνα,ΑΓ. ΔΗΜΗΤΡΙΟΣ-main,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,,
SURYA BALI YOGA CENTER,Αθήνα,ΑΓ. ΔΗΜΗΤΡΙΟΣ-main,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
FLOW TAIJI CENTER,Αθήνα,ΑΓ. ΔΗΜΗΤΡΙΟΣ-main,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Όμιλος
Α.Σ. TΑΕ KWON DO-HAPKIDO ΑΡΓΥΡΟΥΠΟΛΗΣ,Αθήνα,ΑΓ. ΔΗΜΗΤΡΙΟΣ-main,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
"ΜΟ ΑΡΝΑΙΑΣ ""Ο ΑΠΟΛΛΩΝ""",Αθήνα,ΑΓ. ΔΗΜΗΤΡΙΟΣ-main,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
Umibe no Dojo,Αθήνα,ΑΓ. ΔΗΜΗΤΡΙΟΣ-main,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Γυμναστικός Αθλητικός Σύλλογος
Α.Σ. ΤΑΕΚΒΟΝΤΟ ΑΡΤΕΜΙΔΟΣ,Αθήνα,ΑΓ. ΔΗΜΗΤΡΙΟΣ-main,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
GLORY CLUB,Αθήνα,ΑΓ. ΔΗΜΗΤΡΙΟΣ-main,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Bodymental Studio,Αθήνα,ΑΓ. ΔΗΜΗΤΡΙΟΣ-main,Κλειστού Χώρου,,,https://www.facebook.com/CurvesGR,http://www.curves.gr/,,Αγίου Δημητρίου 19,17343,,mchrysanthou@curves.com,,,,,,,,wefit.gr,,
Nissakia Surf Club,Αθήνα,ΑΓ. ΔΗΜΗΤΡΙΟΣ-main,Πολεμικές τέχνες,,,http://www.facebook.com/TheBrotherhooMFT,,,Υπολοχαγού Καπετανάκη 53,17342,,thebrotherhoodmft@gmail.com,,,,,,,,wefit.gr,,
Μ.Α.Σ. ΝΕΑ ΓΕΝΕΑ ΑΣΒΕΣΤΟΧΩΡΙΟΥ ,Αθήνα,ΑΓ. ΔΗΜΗΤΡΙΟΣ-main,Κλειστού Χώρου,,,,,,Σουλίου 57,17342,,,,,,,,,,wefit.gr,,
ΑΣΜΑΣ ΤΡΩΑΣ,Αθήνα,ΑΓ. ΔΗΜΗΤΡΙΟΣ-main,Κλειστού Χώρου,,,https://www.facebook.com/gkondyli?fref=ts,http://www.gfstudio.gr/,,Αγίου Δημητρίου 116 & Πελοπίδα 21,17343,,gkondyli@hotmail.com,,,,,,,,wefit.gr,,
Α.Σ. ΖΕΥΣ ΑΣΠΡΟΠΥΡΓΟΥ,Αθήνα,ΑΓ. ΔΗΜΗΤΡΙΟΣ-main,Πολεμικές τέχνες,,,,www.shinkageryu.gr,https://www.polemikes-tehnes.gr/pics/logos/b/63.jpg,,,, asunarokai@shinkageryu.gr,,,,,,,,Polemikes-technes.gr,,
Α.Σ. ΔΡΑΚΟΣ ΑΠΡΟΠΥΡΓΟΥ,Αθήνα,Αγία Βάρβαρα-main,Πολεμικές τέχνες,Boxing,,https://www.facebook.com/mauridisteam/,,http://www.fightsports.gr/wp-content/uploads/2018/02/mavridis-team-agis-logo.jpg,,,,a.gy.smavridis@gmail.com,,,,,,,,fightsports.gr,6945 105 420,
Operational Krav Maga Hellenic Department,Αθήνα,Αγία Βάρβαρα-main,Πολεμικές τέχνες,Kick Boxing,,https://www.facebook.com/Olympian-Team-%CE%91%CE%B8%CE%BB%CE%B7%CF%84%CE%B9%CE%BA%CF%8C%CF%82-%CE%93%CF%85%CE%BC%CE%BD%CE%B1%CF%83%CF%84%CE%B9%CE%BA%CF%8C%CF%82-%CE%A3%CF%8D%CE%BB%CE%BB%CE%BF%CE%B3%CE%BF%CF%82-%CE%91%CE%B3%CE%AF%CE%B1%CF%82-%CE%92%CE%B1%CF%81%CE%B2%CE%AC%CF%81%CE%B1%CF%82-677076702302902/,,http://www.fightsports.gr/wp-content/uploads/2015/01/olympian-team-logo.jpg,,,210 49 64 863,fotacademy2014@gmail.com,,,,,,,,fightsports.gr,6984 793 351 - 6944 622 793,
Α.Σ. ΤΑΕΚΒΟΝΤΟ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,Αθήνα,Αγία Βάρβαρα-main,Αθλητισμός,Basket,,https://www.facebook.com/OdysseusBC/timeline,http://www.odysseusbc.gr/,,Σιπύλου 16,12351,,odysseusbc1@gmail.com,,,,,,,,wefit.gr,,
AikidoWestEnd,Αθήνα,Αγία Βάρβαρα-main,Αθλητισμός,Basket,,https://www.facebook.com/OdysseusBC/timeline,http://www.odysseusbc.gr/,,Σιπύλου 16,12351,,odysseusbc1@gmail.com,,,,,,,,wefit.gr,,
Shu Do Kan,Αθήνα,Αγία Βάρβαρα-main,Πολεμικές τέχνες,,,https://www.facebook.com/pages/Olympian-Team-%CE%91%CE%B8%CE%BB%CE%B7%CF%84%CE%B9%CE%BA%CF%8C%CF%82-%CE%93%CF%85%CE%BC%CE%BD%CE%B1%CF%83%CF%84%CE%B9%CE%BA%CF%8C%CF%82-%CE%A3%CF%8D%CE%BB%CE%BB%CE%BF%CE%B3%CE%BF%CF%82-%CE%91%CE%B3%CE%AF%CE%B1%CF%82-%CE%92%CE%B1%CF%81%CE%B2%CE%AC%CF%81%CE%B1%CF%82/677076702302902?sk=timeline,,,Κουντουριωτου 3,12351,,,,,,,,,,wefit.gr,,
Α.Σ. ΑΧΑΡΝΩΝ ΚΩΝ/ΝΟΣ ΠΑΛΑΙΟΛΟΓΟΣ,Αθήνα,Αγία Παρασκευή-main,Πολεμικές τέχνες,Boxing,,https://www.facebook.com/phoenixboxingclub63/,,http://www.fightsports.gr/wp-content/uploads/2017/11/phoenix-boxing-club-logo-1.jpg,,,2114 039 358,t_ritzakis@hotmail.com,,,,,,,,fightsports.gr,6909 156 435,
ΑΘΛΗΤΙΚΟΣ   ΟΜΙΛΟΣ ΤΑΕΚΒΟΝΤΟ «ΟΛΥΜΠΙΑΚΗ ΦΛΟΓΑ ΑΧΑΡΝΩΝ»,Αθήνα,Αγία Παρασκευή-main,Πολεμικές τέχνες,Boxing,,https://www.facebook.com/battlearena.ag.paraskevi/timeline,www.battlearena.gr,http://www.fightsports.gr/wp-content/uploads/2015/02/battle-arena-logo.jpg,,,210 63 95 992,info@battlearena.gr,,,,,,,,fightsports.gr,6981 030 417,
ΟΜΙΛΟΣ   ΑΘΛΟΠΑΙΔΙΩΝ ΤΑΕΚΒΟΝΤΟ,Αθήνα,Άγιοι Ανάργυροι,Πολεμικές τέχνες,Tae Kwon Do,,https://www.facebook.com/victorycamp.gr/,,http://www.fightsports.gr/wp-content/uploads/2016/09/victory-camp-logo-1.jpg,,,,info@victorycamp.gr,,,,,,,,fightsports.gr,6979 281 402,Αθλητικός Σύλλογος
ΠΟΛΙΤΙΣΤΙΚΟΣ ΑΘΛΗΤΙΚΟΣ ΣΥΛΛΟΓΟΣ ΑΡΧΑΙΑ ΟΛΥΜΠΙΑ,,Άγιοι Απόστολοι,Πολεμικές τέχνες,Karate,,www.facebook.com/pages/Keiko-Shotokan-Karate-Do/487946947965852,www.keiko-karate.gr,https://www.polemikes-tehnes.gr/pics/logos/b/2013819104152606.jpg,,,, info@keiko-karate.gr,,,,,,,,Polemikes-technes.gr,,
Α.Σ. ΙΑΧΗ,Αθήνα,Άγιος Δημήτριος,Πολεμικές τέχνες,Tae Kwon Do,,https://www.facebook.com/TAE-KWON-DO-Foinix-215474698608355/,,http://www.fightsports.gr/wp-content/uploads/2017/11/foinix-logo.png,,,210 98 14 149,panosperg21@gmail.com,,,,,,,,fightsports.gr,,Αθλητικός Σύλλογος
Α.Σ. ΚΕΡΑΥΝΟΣ ΑΧΑΡΝΩΝ,Αθήνα,Άγιος Δημήτριος,Πολεμικές τέχνες,Boxing,,https://www.facebook.com/TragakisStudio?fref=ts,,http://www.fightsports.gr/wp-content/uploads/2016/01/tragakis-studio-logo.jpg,,,210 97 67 458,tragakis@yahoo.com,,,,,,,,fightsports.gr,6932 222 535,
Α.Σ. ΤΑΕΚΒΟΝΤΟ ΑΧΑΡΝΩΝ «Α.Σ. ΥΠΕΡΙΩΝΑΣ ΑΤΤΙΚΗΣ»,Αθήνα,Άγιος Δημήτριος,Πολεμικές τέχνες,Boxing,,https://www.facebook.com/BullsFightAcademy/timeline,,http://www.fightsports.gr/wp-content/uploads/2015/02/bulls-fight-academy-logo.png,,,,bullsfightacademy@gmail.com,,,,,,,,fightsports.gr,6932 270 623 - 6987 612 001,
Acharnai Tennis Academy,Αθήνα,Άγιος Νικόλαος,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,,
Ορειβατικός Σύλλογος Αχαρνών,Αθήνα,Άγιος Νικόλαος,Πολεμικές τέχνες,,,www.facebook.com/groups/323384994669507/,,https://www.polemikes-tehnes.gr/pics/logos/b/20178614133122.jpg,,,, Mixalis151@gmail.com ,,,,,,,,Polemikes-technes.gr,,
Batista Academy,Αθήνα,Άγιος Νικόλαος,Πολεμικές τέχνες,,,,,https://www.polemikes-tehnes.gr/pics/logos/b/201786102326752.jpg,,,, kritsakwoon@gmail.com,,,,,,,,Polemikes-technes.gr,,
Cross Fit Palmos Gym,Αθήνα,Άγιος Νικόλαος,Πολεμικές τέχνες,Karate,,,shorinji-ryu.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/2014421124618965.jpg,,,210 8660604 , ,,,,,,,,Polemikes-technes.gr,,Αθλητικός Σύλλογος
Imba Muay Boran Acharnes,Θεσσαλονίκη,Αγιος Παύλος,Αθλητισμός,Volley,10A,,,,,,,,,,,,,,,,,
Ioannis Botonis Academy (Kentauros team mma),Θεσσαλονίκη,Αγιος Παύλος,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,
Π.Α.Σ Αρχαία Ολυμπία Ταεκβοντο,Αθήνα,Άγιος Στέφανος,Κλειστού Χώρου,,,https://www.facebook.com/RealRyderStudio.Gr,http://www.realryderstudio.gr/,,Ηρώων Πολυτεχνείου 13,14565,,,,,,,,,,wefit.gr,,
Α.Σ. Κινέζικων Παραδοσιακών Πολεμικών Τεχνών Αχαρνών,Αθήνα,Άγιος Στέφανος-main,Πολεμικές τέχνες,Tae Kwon Do,,https://www.facebook.com/NAS-Sports-Camp-420385754724551/?fref=ts,,http://www.fightsports.gr/wp-content/uploads/2015/12/nas-camp-logo.jpg,,,210 62 15 542,nascamp@outlook.com,,,,,,,,fightsports.gr,6981 005 948 - 6947 779 390,
Α.Μ.Ο. ΣΜΥΡΝΑΪΚΟΣ ΒΑΘΥΛΑΚΚΟΥ ,Αθήνα,Άγιος Στέφανος-main,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,,Αθλητικός Όμιλος
"ΑΟ Βάρης ""Ο Αναγυρούς""",Αθήνα,Άγιος Στέφανος-main,Κλειστού Χώρου,,,https://www.facebook.com/pages/PULSE/240162769373790,http://www.thepulse.gr/,,Λ.Μαραθώνος 4 ,14565,,info@thepulse.gr,,,,,,,,wefit.gr,,
ΑΟ Βουλιαγμένης,Αθήνα,Άγιος Στέφανος-main,Κλειστού Χώρου,,,https://www.facebook.com/pages/PULSE/240162769373790,http://www.thepulse.gr/,,Λ.Μαραθώνος 4 ,14565,,info@thepulse.gr,,,,,,,,wefit.gr,,
Panagopoulos's Kung Fu Academy,Θεσσαλονίκη,Αδενδρο,Αθλητισμός,Volley,Α.Μ.Σ. ΓΑΛΑΞΙΑΣ ΑΔΕΝΔΡΟΥ,https://www.facebook.com/%CE%91%CE%9C%CE%A3-%CE%93%CE%B1%CE%BB%CE%B1%CE%BE%CE%AF%CE%B1%CF%82-%CE%91%CE%B4%CE%AD%CE%BD%CE%B4%CF%81%CE%BF%CF%85-Volley-677305962279401/,,,,,,,,,,,,,,,,
Life - Ergo Εργομετρικό Κέντρο,Αθήνα,,Πολεμικές τέχνες,Judo,,https://www.facebook.com/euathlos/,,http://www.fightsports.gr/wp-content/uploads/2017/11/evathlos-logo.jpg,,,,judo.euathlos@gmail.com,,,,,,,,fightsports.gr,6947 444 700,Αθλητικός Σύλλογος
Vari Tennis Club,Αθήνα,,Πολεμικές τέχνες,Tae Kwon Do,,https://www.facebook.com/Attiki.Dinami/,,http://www.fightsports.gr/wp-content/uploads/2017/05/attikli-dinami-sepolion-logo.jpg,,,2130 253 458,k.malandraki@gmail.com,,,,,,,,fightsports.gr,6945 599 966,
Bavelas & Chatzinikolaou Tennis Academy,Αθήνα,,Πολεμικές τέχνες,Muay Thai,,https://www.facebook.com/WhiteTigerMuayThaiTrainingCamp,,http://www.fightsports.gr/wp-content/uploads/2014/03/1365_147452968788787_1567304406_n.jpg,,,210 82 11 505,,,,,,,,,fightsports.gr,6980 563 688,
Γ.Α.Σ. ΒΑΣΙΛΙΚΩΝ,Αθήνα,ΑΙΓΑΛΕΩ,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,,
Α.Σ. ΑΠΟΣΤΟΛΟΥ ΘΕΟΔΩΡΟΣ,Αθήνα,ΑΙΓΑΛΕΩ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
"ΑΣΠΕ ""Θέτις""",Αθήνα,ΑΙΓΑΛΕΩ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Urban Yoga,Αθήνα,ΑΙΓΑΛΕΩ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,Αθλητικός Σύλλογος
Speed fit,Αθήνα,ΑΙΓΑΛΕΩ,Πολεμικές τέχνες,Tae Kwon Do,,,,,,,,,,,,,,,,,,
