School,City,Perioxi,Category,Subcategory,Organization,Facebook,Website,Logo,Address,TK,Phone,email,Courses,Place,Rensponsible,Description,Verified,map block field,έτος ίδρυσης,data origin,mobile
Randori Dojo,Αθήνα,ΠΕΙΡΑΙΑΣ,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,
Reaction Fitness Club,Αθήνα,Π. ΦΑΛΗΡΟ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/pages/Reaction-fitness-club/108883915868388?fref=ts,http://www.reaction-gym.gr/,,Αγίας Βαρβάρας 102,17563,,reactionfitnessclub@yahoo.gr,,,,,,,,wefit.gr,
READING ACADEMY,Αθήνα,Άγιος Νικόλαος,Πολεμικές τέχνες,,,,,https://www.polemikes-tehnes.gr/pics/logos/b/201786102326752.jpg,,,, kritsakwoon@gmail.com,,,,,,,,Polemikes-technes.gr,
Real Ryder Studio,Αθήνα,Άγιος Στέφανος,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/RealRyderStudio.Gr,http://www.realryderstudio.gr/,,Ηρώων Πολυτεχνείου 13,14565,,,,,,,,,,wefit.gr,
Reborn training,Αθήνα,ΑΛΙΜΟΣ-main,ΓΥΜΝΑΣΤΗΡΙΟ,PERSONAL TRAINER,,,http://www.reborntraining.gr/,,N. Μαλτέζου 39,17455,,,,,,,,,,wefit.gr,
Redblossom Body & Mind,Αθήνα,ΒΡΙΛΗΣΣΙΑ,ΓΥΜΝΑΣΤΗΡΙΟ,PILATES,,https://www.facebook.com/RedblossomBodyMind,http://www.redblossom.gr/,,Α. Διάκου 12 & Μ. Αλεξάνδρου,15235,,info@redblossom.gr,,,,,,,,wefit.gr,
Replayce,Αθήνα,,ΠΟΛΥΧΩΡΟΣ,,,https://www.facebook.com/ReplayceAlternativeEducationalSystem/timeline,http://www.replayce.com/,,ΟΑΚΑ-ΣΤΙΒΟΣ,,,info@replayce.com,,,,,,,,wefit.gr,
RIACTION gym,Αθήνα,Ζάππειο,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/fokianossportspark/timeline,,,Βασ. Όλγας 1,10557,,fokianosevents@gmail.com,,,,,,,,wefit.gr,
Robot Set Go,Θεσσαλονίκη,ΚΑΛΑΜΑΡΙΑ,Εκπαιδευτικά,Robotics,Robot Set Go,,,,,,2392400370,info@robotsetgo.gr,Robotics,,,,,,,,
Rock way climbing gym,Αθήνα,Ηράκλειο,ΑΘΛΗΜΑΤΑ ΒΟΥΝΟΥ,,,https://www.facebook.com/rockway.climbing,http://www.rockwayclimbing.com/el/,,Προβελέγγιου 4,14122,,info@rockwayclimbing.com,,,,,,,,wefit.gr,
Royal Academy Mogadam Team,Αθήνα,Λυκόβρυση (σύνορα Κηφισιάς),Πολεμικές τέχνες,Kickboxing,,https://www.facebook.com/Royal-Kick-Boxing-Muay-Thai-Academy-Mogadam-team-887019848024346/?fref=ts,,http://www.fightsports.gr/wp-content/uploads/2016/07/13815020_10209893914373971_792448245_n.jpg,,,,,,,,,,,,fightsports.gr,6951 864 399
Royal Academy of Kick Boxing & Muay Thai,Αθήνα,ΛΥΚΟΒΡΥΣΗ,Πολεμικές τέχνες,,,https://www.facebook.com/pages/Royal-Kick-Boxing-Muay-Thai-Academy/887019848024346,,,Σοφοκλή Bενιζέλου & Χανίων 1,14123,,,,,,,,,,wefit.gr,
SAB,Αθήνα,,Αθλητισμός,Volley,,,,,,,,,,,,,,,,,
Sahaja Yoga,Αθήνα,ΜΑΡΟΥΣΙ,ΓΥΜΝΑΣΤΗΡΙΟ,YOGA,,https://www.facebook.com/sahajayogahellas,http://www.sahajayoga.gr/en/,,Βασιλίσσης Σοφίας 26-28,15124,,contact@sahajayoga.gr,,,,,,,,wefit.gr,
Salonica Country Club,Θεσσαλονίκη,,Αθλητισμός,Τένις,,,,,,,,,,,,"Δροσιά Θέρμης, 2310 472669. 4 χωμάτινα γήπεδα ( red clay courts ), διεθνών προδιαγραφών. 1 γήπεδο συνθετικού χλοοτάπητα ( synthetic grass ). 2 γήπεδα MASTER QUICK. 1 γήπεδο ΜΙΝΙ TENNIS. 1 γήπεδο BEACH TENNIS. Γυμναστήριο, χαμάμ, μπαρ, εστιατόριο",,,,http://www.tennisnews.gr/play-tennis/clubs,
SATYA,Αθήνα,Πασαλιμάνι,ΓΥΜΝΑΣΤΗΡΙΟ,PILATES,,https://www.facebook.com/pages/Satya/85725624445,http://satya.gr/main,,Γρ. Λαμπράκη 91,18534,,info@satya.gr,,,,,,,,wefit.gr,
SEI,Αθήνα,Κυψέλη,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,
SEI – KI AIKIDO DOJO,Αθήνα,Κυψέλη,Πολεμικές τέχνες,,,www.facebook.com/pages/Sei-ki-dojo/539600529394720,sei-ki-dojo8.webnode.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/2014022112056936.jpg,,,, kglouftsios@yahoo.gr,,,,,,,,Polemikes-technes.gr,
Shaolin Gongfu,Αθήνα,ΔΑΦΝΗ,Πολεμικές τέχνες,,,https://www.facebook.com/greekshaolin/timeline,http://www.shaolin.com.gr/,,Σοφοκλή Βενιζέλου 30,17235,,dafni@shaolin.com.gr,,,,,,,,wefit.gr,
Shiai Club,Αθήνα,Κηφισιά,Πολεμικές τέχνες,,,https://www.facebook.com/shiaiclub/timeline,,,Μάρκου Mπότσαρη 30,14561,,shiaiclub@gmail.com,,,,,,,,wefit.gr,
SHIDOKAN SHIRASAGI DOJO ATHENS,Αθήνα,μετρό Πανόρμου,Πολεμικές τέχνες,,,www.facebook.com/KarateShidokanGreece/,www.shorinryu.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/2017822132752879.png,,,, info@shorinryu.gr,,,,,,,,Polemikes-technes.gr,
Shinkage Ryu Iaido - Asunarokai Dojo,Αθήνα,ΑΓ. ΔΗΜΗΤΡΙΟΣ-main,Πολεμικές τέχνες,,,,www.shinkageryu.gr,https://www.polemikes-tehnes.gr/pics/logos/b/63.jpg,,,, asunarokai@shinkageryu.gr,,,,,,,,Polemikes-technes.gr,
Shinken Dojo Athens,Αθήνα,Αργιθέα,Πολεμικές τέχνες,,,www.facebook.com/pages/Shinken-Dojo-Athens/41448456323,www.bujutsu.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/201331135315697.jpg,,,, contact@bujutsu.gr,,,,,,,,Polemikes-technes.gr,
SHITO RYU KARATE ΡOΔΟΣ,Ρόδος,,Πολεμικές τέχνες,,,www.facebook.com/SHITO-RYU-Karate-%CE%A1%CE%9F%CE%94%CE%9F%CE%A3-690240834349934/,,https://www.polemikes-tehnes.gr/pics/logos/b/201792231127958.jpg,,,, ,,,,,,,,Polemikes-technes.gr,
SHITOKAI GREECE,Αθήνα,ΠΕΡΙΣΤΕΡΙ,Πολεμικές τέχνες,,,www.facebook.com/shitoryuyoshukandojo?fref=ts,shitoryugreece.com,https://www.polemikes-tehnes.gr/pics/logos/b/2018015125715591.jpg,,,2105771989, shitoryugreece@gmail.com ,,,,,,,,Polemikes-technes.gr,
Shogun Heraklion Judo,Ηράκλειο,,Πολεμικές τέχνες,,,,www.judokidsheraklion.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/12.jpg,,,6986906262, nickverjudo@gmail.com,,,,,,,,Polemikes-technes.gr,
SHOTOKAN KARATE BOKAS,Ηράκλειο,,Πολεμικές τέχνες,Karate,,www.facebook.com/%CE%9A%CE%AD%CE%BD%CF%84%CF%81%CE%BF-%CE%86%CE%B8%CE%BB%CE%B7%CF%83%CE%B7%CF%82-%CE%97%CF%81%CE%B1%CE%BA%CE%BB%CE%B5%CE%AF%CE%BF%CF%85-%CE%91%CE%B8%CE%BB%CF%8C%CE%B4%CF%81%CE%B1%CF%83%CE%B7-Athlodrasi-529994837068792/?pnref=story,www.karatebokas.com/,https://www.polemikes-tehnes.gr/pics/logos/b/20154713291219.jpg,,,2810253606, athlodrasi@yahoo.gr,,,,,,,,Polemikes-technes.gr,
SHOTOKAN ΚARATE ΤΡΙΠΟΛΗΣ- ΤΙΓΡΗΣ & ΔΡΑΚΟΣ,Τρίπολη,,Πολεμικές τέχνες,Karate,,www.facebook.com/pages/%CE%91%CE%98%CE%9B%CE%97%CE%A4%CE%99%CE%9A%CE%9F%CE%A3-%CE%9F%CE%9C%CE%99%CE%9B%CE%9F%CE%A3-SHOTOKAN-%CE%A4%CE%A1%CE%99%CE%A0%CE%9F%CE%9B%CE%97%CE%A3-%CE%A4%CE%99%CE%93%CE%A1%CE%97%CE%A3-%CE%94%CE%A1%CE%91%CE%9A%CE%9F%CE%A3/,www.shotokantripolis.gr/home/,https://www.polemikes-tehnes.gr/pics/logos/b/20138818620234.jpg,,,, syllogos462@elok.gr,,,,,,,,Polemikes-technes.gr,
Shu Do Kan,Αθήνα,ΑΧΑΡΝΑΙ-main,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,
SHU REN KAN,Αθήνα,ΚΟΛΩΝΟΣ,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,
Shurein Dojo (UAD member),Αθήνα,Nέα Σμύρνη,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,
Six Harmonies Praying Mantis Kung Fu,,,Πολεμικές τέχνες,,,www.facebook.com/Six-Harmonies-Praying-Mantis-Kung-Fu-Heraklion-286291331385663/timeline/,tanglangheraklion.com/,https://www.polemikes-tehnes.gr/pics/logos/b/20159129212775.jpg,,,, wfh6474@hotmail.com,,,,,,,,Polemikes-technes.gr,
Skarogiannis Team – House of Champions,Αθήνα,Καλλιθέα,Πολεμικές τέχνες,Karate,,https://www.facebook.com/skarogiannis.team.karate/,,http://www.fightsports.gr/wp-content/uploads/2016/09/skarogiannis-stelios-house-of-champions-logo.jpg,,,210 95 72 736,,,,,,,,,fightsports.gr,6932 404 566 - 6980 056 394
Ski team,Θεσσαλονίκη,,Αθλητισμός,Ski,none,,http://www.skiteam.gr/,,,,,,,,,,,,,,
Slice Fitness Hall,Αθήνα,ΔΑΣΟΣ ΧΑΪΔΑΡΙΟΥ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/pages/InShape-Gym-Dasos-Haidariou/142467174134,http://www.inshapegym.gr/,,Λεωφ. Αθηνών 336,12462,,info@inshapegym.gr,,,,,,,,wefit.gr,
Slice Fitness Hall,Αθήνα,Πειραϊκή,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/SliceGym,http://www.slicegym.gr/,,Ακτή Θεμιστοκλέους 74,18537,,info@slicegym.gr,,,,,,,,wefit.gr,
Smiles,Αθήνα,ΠΕΡΙΣΤΕΡΙ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/smilestudios,http://www.smilestudios.gr/,,Μεσολογγίου 54,12134,,smilestudios@smilestudios.gr,,,,,,,,wefit.gr,
Social Arenas,Αθήνα,ΝΕΑ ΜΑΚΡΗ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/JoeWeiderGyms,http://www.joegyms.gr/,,ΛΙΒΙΣΙΟΥ 62,19005,,,,,,,,,,wefit.gr,
Social Arenas Aigaleo,Αθήνα,ΑΙΓΑΛΕΩ,ΓΥΜΝΑΣΤΗΡΙΟ,,,,,,,,,,,,,,,,,wefit.gr,
Social Arenas Chalandri,Αθήνα,ΧΑΛΑΝΔΡΙ,ΓΥΜΝΑΣΤΗΡΙΟ,,,,,,,,,,,,,,,,,wefit.gr,
Social Arenas kalithea,Αθήνα,ΚΑΛΛΙΘΕΑ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/JoeWeiderGyms,http://www.joegyms.gr/,,ΔΑΒΑΚΗ 37 & ΑΝΔΡΟΜΑΧΗΣ,17673,,,,,,,,,,wefit.gr,
Social Arenas Keratsini,Αθήνα,ΚΕΡΑΤΣΙΝΙ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/JoeWeiderGyms,http://www.joegyms.gr/,,Λ.ΔΗΜΟΚΡΑΤΙΑΣ 17,18756,,,,,,,,,,wefit.gr,
Social Arenas Melissia,Αθήνα,ΚΕΡΑΤΣΙΝΙ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/silvereightstudio?fref=ts,http://www.silvereight.gr/,,Βασίλειου Μέλετη 5,18757,,info@silvereight.gr,,,,,,,,wefit.gr,
Social Arenas Melissia,Αθήνα,Μελίσσια,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/JoeWeiderGyms,http://www.joegyms.gr/,,Π.ΤΣΑΛΔΑΡΗ 24,,,,,,,,,,,wefit.gr,
Social Arenas Melissia,Αθήνα,Μελίσσια,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/JoeWeiderGyms,http://www.joegyms.gr/,,Π.ΤΣΑΛΔΑΡΗ 24,,,,,,,,,,,wefit.gr,
Social Arenas Nea Erythraia,Αθήνα,ΝΕΑ ΕΡΥΘΡΑΙΑ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/JoeWeiderGyms,http://www.joegyms.gr/,,ΕΛ.ΒΕΝΙΖΕΛΟΥ 169,14671,,,,,,,,,,wefit.gr,
Social Arenas Pireas,Αθήνα,ΠΕΙΡΑΙΑΣ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/JoeWeiderGyms,http://www.joegyms.gr/,,ΓΡ.ΛΑΜΠΡΑΚΗ 87,18534,,,,,,,,,,wefit.gr,
SOLAR KARATE,Κέρκυρα,,Πολεμικές τέχνες,,,www.facebook.com/SOLARSHOTOKANKARATECORFU/,,https://www.polemikes-tehnes.gr/pics/logos/b/20168912442696.jpg,,,26610 24610, solarcorfutraining@gmail.com,,,,,,,,Polemikes-technes.gr,
Southern Judo Academy,Αθήνα,Άλιμος,Πολεμικές τέχνες,Judo,,https://www.facebook.com/southernjudoacademy/,www.southernjudoacademy.gr,http://www.fightsports.gr/wp-content/uploads/2017/11/southern-judo-academy-logo.jpg,,,2114 005 918,info@southernjudoacademy.gr,,,,,,,,fightsports.gr,6944 866 209
Speed fit,Αθήνα,Βούλα,ΓΥΜΝΑΣΤΗΡΙΟ,PERSONAL TRAINER,,https://www.facebook.com/pages/%CE%A3peed%CE%A6it-by-miha-bodytec-ems/468215453312783,http://www.speedfit.com.gr/,,Λευκάδος 10,16673,,Elena@speedfit.gr,,,,,,,,wefit.gr,
Sport Club Piraeus,Αθήνα,Πειραιάς,Πολεμικές τέχνες,Karate,,https://www.facebook.com/Kick-Boxing-Center-Sport-Club-Pireaus-906443592857292/,,http://www.fightsports.gr/wp-content/uploads/2017/10/sport-club-piraeus-logo.jpg,,,,amitisteam21@gmail.com,,,,,,,,fightsports.gr,6946 729 523
SPORT EDITION FITNESS GYM,Αθήνα,ΒΥΡΩΝΑΣ-main,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/SportEditionFitnessGym/timeline,http://www.sporteditiongym.gr/index.htm,,Καραολή Δημητρίου 41-43,16231,,,,,,,,,,wefit.gr,
Stadio Gym,Αθήνα,,ΓΥΜΝΑΣΤΗΡΙΟ,,,,,,,,,,,,,,,,,wefit.gr,
STREET DEFENCE CLUB,,ΛΑΜΠΡΙΝΗ,Πολεμικές τέχνες,,,www.facebook.com/streetdefenceclub/,www.streetdefenceclub.com,https://www.polemikes-tehnes.gr/pics/logos/b/201681412194297.jpg,,,, streetdefenceclub@gmail.com,,,,,,,,Polemikes-technes.gr,
Strikers,Θεσσαλονίκη,,Αθλητισμός,Ποδόσφαιρο,none,,https://www.strikers.gr/,,,,,,,,,,,,,,
Studio Bodycentric,Αθήνα,ΑΜΠΕΛΟΚΗΠΟΙ,ΓΥΜΝΑΣΤΗΡΙΟ,PILATES,,https://www.facebook.com/pages/Bodycentric-Pilates-method-and-Gyrotonic-Expansion-System/108501812555765?fref=ts,http://bodycentric.gr/,,Ήλιδος 23,11526,,bodycent@gmail.com,,,,,,,,wefit.gr,
Studio Pilates by Georgia,Αθήνα,Ν. ΗΡΑΚΛΕΙΟ,ΓΥΜΝΑΣΤΗΡΙΟ,PILATES,,https://www.facebook.com/pages/Stydio-Yoga-Pilates-BY-Georgia/206430126037115?fref=ts,http://www.pilatesbyg.com/,,Στ. Καραγιώργης 1,14121,,info@pilatesbyg.com,,,,,,,,wefit.gr,
Studio Pilates San Tsai,Αθήνα,Κηφισιά,ΓΥΜΝΑΣΤΗΡΙΟ,PILATES,,https://www.facebook.com/pilateskifissia,http://www.pilateskifissia.gr/index.php?option=com_content&view=frontpage&Itemid=1,,Χελιδονούς 20Α,14564,,,,,,,,,,wefit.gr,
Suibukan,Θεσσαλονίκη,Κέντρο,Πολεμικές τέχνες,Karate,SUIBUKAN,,,,Fanariou 23,,2310455914,,"Karate Do,Kobudo,Karate Kids","11 Δημοτικού Καλαμαριάς,Δημοτικό Θεατρο Δάσους,23 Δημοτικού Καλαμαριας",,,,,,,
SUNNY SPORTS CLUB,Αθήνα,,Αθλητισμός,Τένις,,,,,,,,,,,,"Καστρίτσας 61 (πρώην 190), Ν. Ερυθραία 210 8136148, 210 8135101. www.sunnyclub.gr 
7 γήπεδα tennis, 2 mini tennis, ανοιχτή πισίνα, αίθουσες aerobics και fitness, café, εστιατόριο, wi-fi. 
Ακαδημίες τένις, fu jow pai, ξιφασκία, σκάκι. 
Πραγματοποιούνται προπονήσεις για μέλη και μη. 
Καθημ.: 9 π.μ. - 11 μ.μ. Σάβ.: 8 π.μ. - 10 μ.μ. Κυρ.: 9 π.μ. – 11 π.μ.",,,,http://www.tennisnews.gr/play-tennis/clubs,
SUPER SOCCER,Αθήνα,ΓΛΥΦΑΔΑ,ΠΟΔΟΣΦΑΙΡΟ,Ποδόσφαιρο,,https://www.facebook.com/pages/Supersoccer-Aiolos-Glyfadas/523279577749970,http://www.supersoccer.aiolosfc.com/,,Αριστείδου 2,16674,,info@aiolosfc.com,,,,,,,,wefit.gr,
SURYA BALI YOGA CENTER,Αθήνα,ΑΡΓΥΡΟΥΠΟΛΗ-main,ΓΥΜΝΑΣΤΗΡΙΟ,YOGA,,https://www.facebook.com/pages/SURYA-BALI-YOGA-CENTER/210790502268586?sk=timeline,http://www.suryabali.gr/en/biografiko.html,,Εθν. Μακαρίου 113Α ,16451,,syryabaliyoga@yahoo.gr,,,,,,,,wefit.gr,
Swara Yoga Studio,Αθήνα,ΜΑΡΟΥΣΙ,ΓΥΜΝΑΣΤΗΡΙΟ,YOGA,,https://www.facebook.com/SwaraYogaStudio/timeline,,,Γεωργίου Παπανδρέου 8,15126,,,,,,,,,,wefit.gr,
Swimstars,Θεσσαλονίκη,,Αθλητισμός,Κολύμβηση,none,,http://www.swimstars.gr/,,,,,,,,,,,,,,
Swimtraining,Αθήνα,,Θάλασσα,ΘΑΛΑΣΣΙΑ ΣΠΟΡ,,,http://www.swimtraining.gr/%CE%BC%CE%B1%CE%B8%CE%AE%CE%BC%CE%B1%CF%84%CE%B1-kitesurf,,Χαλάνδρι,,,dkaitsis@yahoo.gr,,,,,,,,wefit.gr,
TACTICAL WING TSHUN,Χαλκίδα,,Πολεμικές τέχνες,,,,,https://www.polemikes-tehnes.gr/pics/logos/b/2017821224845180.jpg,,,, gharlito@gmail.com,,,,,,,,Polemikes-technes.gr,
Tae Kwon Do Α.Σ. Χαιδαρίου,Αθήνα,ΓΛΥΦΑΔΑ,Πολεμικές τέχνες,,,https://www.facebook.com/pages/Hot-Yoga-Glyfada/379536022139276?pnref=story,http://www.hot-yoga.gr/,,Αγγέλου Μεταξά,16674,,hotyogaglyfadas@gmail.com,,,,,,,,wefit.gr,
TAEKWON-DO ΕΥΚΛΕΑΣ ΛΕΥΚΑΔΑΣ,Λευκάδα,,Πολεμικές τέχνες,,,www.facebook.com/%CE%91%CE%93%CE%91-Taekwon-Do-%CE%95%CF%85%CE%BA%CE%BB%CE%AD%CE%B1%CF%82-%CE%9B%CE%B5%CF%85%CE%BA%CE%AC%CE%B4%CE%B1%CF%82-303575093155738/timeline/,,https://www.polemikes-tehnes.gr/pics/logos/b/2015822114924338.jpg,,,, stkavitf@hotmail.com,,,,,,,,Polemikes-technes.gr,
Taekwondo Jaguar,Αθήνα,ΔΙΟΝΥΣΟΣ,Πολεμικές τέχνες,,,https://www.facebook.com/tkdjaguar.gr/timeline,http://taekwondo-jaguar.gr/,,Διονύσιου Πλαστήρα 50,14576,,giannis.govas@gmail.com,,,,,,,,wefit.gr,
TAI CHI CHUAN ΝΕΑΣ ΣΜΥΡΝΗΣ,Αθήνα,Νέα Σμύρνη,Πολεμικές τέχνες,Kung Fu,,www.facebook.com/TaiChiChuanNSmyrnis,www.taichi.gr/index.php,https://www.polemikes-tehnes.gr/pics/logos/b/2013913165615296.JPG,,,2109359712, lydiatilli@hotmail.com,,,,,,,,Polemikes-technes.gr,
Taiko Ryu – Martial Arts,Αθήνα,Βούλα,Πολεμικές τέχνες,Kickboxing,,https://www.facebook.com/Taiko-Ryu-Martial-Arts-560336074117474/,,http://www.fightsports.gr/wp-content/uploads/2017/03/taiko-ryu-logo.jpg,,,,taikoryu2016@gmail.com,,,,,,,,fightsports.gr,6932 119 680
Talent Boxing Academy (Dimatos Team),Αθήνα,Πειραιάς,Πολεμικές τέχνες,Boxing,,https://www.facebook.com/pages/Talent-boxing-academy/1714302302130726?fref=ts,,http://www.fightsports.gr/wp-content/uploads/2015/08/talent-boxing-academy-new-logo.jpg,,,,makis802009@hotmail.com,,,,,,,,fightsports.gr,6944 891 688
TEAM WOLF 31,Αθήνα,Μελίσσια,Πολεμικές τέχνες,,,https://www.facebook.com/pages/Team-wolf-31/975477785814457?pnref=story,http://www.teamwolf31.com/,,25ης Μαρτίου & Καλλέργη 27,15127,,,,,,,,,,wefit.gr,
Tenchikan,Θεσσαλονίκη,Τούμπα,Πολεμικές τέχνες,Aikido,none,https://www.facebook.com/Dojo.Thessaloniki/,https://www.dojo-thessaloniki.gr/,,17 noembriou 18,,2310345115,,"Aikido ,Aikido ,Aikido ,Aikido ",DOJO,,,,,,,
TENGUIKE AIKIDO DOJO ΙΩΑΝΝΙΝΑ,Ιωάννινα,,Πολεμικές τέχνες,,,www.facebook.com/aikido.ioanninadojo,tenguikeaikido.blogspot.gr/,https://www.polemikes-tehnes.gr/pics/logos/b/2013826112943671.jpg,,,, ,,,,,,,,Polemikes-technes.gr,
TENJIN DOJO ATHENS,Αθήνα,Υμηττός,Πολεμικές τέχνες,,,www.facebook.com/taiho.jutsubyrongr?lst=1386950119%3A100007183391295%3A1506198880,,https://www.polemikes-tehnes.gr/pics/logos/b/201782323397982.jpg,,,210 3662322, vangelismakris456@gmail.com,,,,,,,,Polemikes-technes.gr,
Tenshi Dojo,Αθήνα,ΓΕΡΑΚΑΣ,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,
The Brotherhood,Αθήνα,ΑΓ. ΔΗΜΗΤΡΙΟΣ-main,Πολεμικές τέχνες,,,http://www.facebook.com/TheBrotherhooMFT,,,Υπολοχαγού Καπετανάκη 53,17342,,thebrotherhoodmft@gmail.com,,,,,,,,wefit.gr,
The Concept Group Fitness Terminal,Αθήνα,ΗΛΙΟΥΠΟΛΗ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/tcterminal.gr,http://tcterminal.gr/,,Λ. Βουλιαγμένης 403,16346,,info@tcterminal.gr,,,,,,,,wefit.gr,
the Concept-Ταύρου,Αθήνα,Ταύρος,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/pages/The-Concept-%CE%A4%CE%B1%CF%85%CF%81%CE%BF%CF%82/234056993459976?fref=ts,http://tctavros.gr/,,Κορυζή 28,17778,,info@tctavros.gr,,,,,,,,wefit.gr,
The Fight Corner,Αθήνα,Ροδόπολη,Πολεμικές τέχνες,Kickboxing,,https://www.facebook.com/The-FIGHT-Corner-720761844627464/,,http://www.fightsports.gr/wp-content/uploads/2016/03/fight-corner.jpg,,,,thefightcorner@yahoo.gr,,,,,,,,fightsports.gr,6957 168 658
The Gun Academy,Αθήνα,Δάσος Χαϊδαρίου,Πολεμικές τέχνες,Kickboxing,,https://www.facebook.com/thegunacademy/,,http://www.fightsports.gr/wp-content/uploads/2017/12/24899184_1913497898911026_946782908_n.jpg,,,,thegunacademy@gmail.com,,,,,,,,fightsports.gr,6970 255 005
The Gym,Αθήνα,ΠΕΡΑΜΑ,ΓΥΜΝΑΣΤΗΡΙΟ,,,https://www.facebook.com/thegym.rozalena,,,Λεωφόρο Δημοκρατίας 169,18863,,thegym_rl@yahoo.gr,,,,,,,,wefit.gr,
The Immortals,Αθήνα,Χαϊδάρι,Πολεμικές τέχνες,Boxing,,https://www.facebook.com/theimmortalsgymgr/,,http://www.fightsports.gr/wp-content/uploads/2017/06/the-immortals-logo.jpg,,,2130 428 511,,,,,,,,,fightsports.gr,6944 282 183
The Pilates Lab,Αθήνα,Πλατεία Μαβίλη,ΓΥΜΝΑΣΤΗΡΙΟ,PILATES,,https://www.facebook.com/www.pilateslab.eu?fref=ts,http://www.thepilateslab.gr/,,Ξενίας 1,11527,,thepilateslab@gmail.com,,,,,,,,wefit.gr,
The Ring Boxing Academy,Αθήνα,,Πολεμικές τέχνες,Boxing,,https://www.facebook.com/theRingBoxingAcademy/,,http://www.fightsports.gr/wp-content/uploads/2017/12/the-ring-boxing-academy.jpg,,,,info@theringboxingacademy.gr,,,,,,,,fightsports.gr,6971 804 244
Tiger Muay Thai Boran Camp,Αθήνα,Ταύρος,Πολεμικές τέχνες,Muay Thai,,https://www.facebook.com/tigercamp.gr,,http://www.fightsports.gr/wp-content/uploads/2013/12/tiger-muay-thai-boran-logo-.jpg,,,,khrugkitsas@gmail.com,,,,,,,,fightsports.gr,6909 151 560
Titanas Gym,Αθήνα,Μαρούσι,Πολεμικές τέχνες,Boxing,,https://www.facebook.com/Titanas-Athlitikos-Syllogos-604969459632453/?pnref=lhc,,http://www.fightsports.gr/wp-content/uploads/2016/04/titanas-logo.jpg,,,,titanasgym@hotmail.com,,,,,,,,fightsports.gr,6937 308 632
TITANS FIGHTERS,Χαλκιδική,Νέα Μουδανιά και Νέα Καλικράτεια,Πολεμικές τέχνες,,,www.facebook.com/Titans-Fighters-435601423267457/,,https://www.polemikes-tehnes.gr/pics/logos/b/201792154945253.jpg,,,, dimtsatalas@gmail.com,,,,,,,,Polemikes-technes.gr,
Tokaido Dojo,Αθήνα,Ραφήνα,Πολεμικές τέχνες,Aikido,,,,,,,,,,,,,,,,,
TORA SHOTOKAN KARATE-DO,Αθήνα,ΗΛΙΟΥΠΟΛΗ,Πολεμικές τέχνες,Karate,,www.facebook.com/karatetora/timeline,www.karate-tora.gr,https://www.polemikes-tehnes.gr/pics/logos/b/201592114430406.jpg,,,, info@karate-tora.gr,,,,,,,,Polemikes-technes.gr,
Tragakis Studio,Αθήνα,Άγιος Δημήτριος,Πολεμικές τέχνες,Boxing,,https://www.facebook.com/TragakisStudio?fref=ts,,http://www.fightsports.gr/wp-content/uploads/2016/01/tragakis-studio-logo.jpg,,,210 97 67 458,tragakis@yahoo.com,,,,,,,,fightsports.gr,6932 222 535
Triantafyllis Kifissia NORTH Team,Αθήνα,Κηφισιά,Πολεμικές τέχνες,,,https://www.facebook.com/pages/Triantafyllis-Kifissia-NORTH-Team/724588277615104?fref=ts,,,Πηγών & Ερυμάνθου 17ο χλμ εθνικής οδού,14564,,Triantafyllis@gmail.com,,,,,,,,wefit.gr,
